,year,state,candidate,candidatevotes,totalvotes,party_simplified,vote_percentage,Incumbent party nominee,Challenger party nominee,Party mandate,No primary contest,Incumbent seeking re-election,No third party,Strong short-term economy,Strong long-term economy,Major policy change,No social unrest,No scandal,No foreign or military failure,Major foreign or military success,Charismatic incumbent,Uncharismatic challenger,False keys,Actual winner,Predicted winner
230,1984,ILLINOIS,RONALD REAGAN,2707103,4819088,REPUBLICAN,56.17,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
231,1984,ILLINOIS,WALTER MONDALE,2086499,4819088,DEMOCRATIC,43.3,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
232,1984,INDIANA,RONALD REAGAN,1377230,2233069,REPUBLICAN,61.67,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
233,1984,INDIANA,WALTER MONDALE,841481,2233069,DEMOCRATIC,37.68,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
234,1984,IOWA,RONALD REAGAN,703088,1319805,REPUBLICAN,53.27,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
235,1984,IOWA,WALTER MONDALE,605620,1319805,DEMOCRATIC,45.89,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
236,1984,KANSAS,RONALD REAGAN,677296,1021991,REPUBLICAN,66.27,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
237,1984,KANSAS,WALTER MONDALE,333149,1021991,DEMOCRATIC,32.6,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
238,1984,KENTUCKY,RONALD REAGAN,821702,1369345,REPUBLICAN,60.01,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
239,1984,KENTUCKY,WALTER MONDALE,539539,1369345,DEMOCRATIC,39.4,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
240,1984,LOUISIANA,RONALD REAGAN,1037299,1706822,REPUBLICAN,60.77,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
241,1984,LOUISIANA,WALTER MONDALE,651586,1706822,DEMOCRATIC,38.18,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
242,1984,MAINE,RONALD REAGAN,336500,553144,REPUBLICAN,60.83,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
243,1984,MAINE,WALTER MONDALE,214515,553144,DEMOCRATIC,38.78,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
244,1984,MARYLAND,RONALD REAGAN,879918,1675873,REPUBLICAN,52.51,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
245,1984,MARYLAND,WALTER MONDALE,787935,1675873,DEMOCRATIC,47.02,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
246,1984,MASSACHUSETTS,RONALD REAGAN,1310936,2559383,REPUBLICAN,51.22,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
247,1984,MASSACHUSETTS,WALTER MONDALE,1239606,2559383,DEMOCRATIC,48.43,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
248,1984,MICHIGAN,RONALD REAGAN,2251571,3801658,REPUBLICAN,59.23,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
249,1984,MICHIGAN,WALTER MONDALE,1529638,3801658,DEMOCRATIC,40.24,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
250,1984,MINNESOTA,WALTER MONDALE,1036364,2084449,DEMOCRATIC,49.72,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
251,1984,MINNESOTA,RONALD REAGAN,1032603,2084449,REPUBLICAN,49.54,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
252,1984,MISSISSIPPI,RONALD REAGAN,582377,941104,REPUBLICAN,61.88,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
253,1984,MISSISSIPPI,WALTER MONDALE,352192,941104,DEMOCRATIC,37.42,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
254,1984,MISSOURI,RONALD REAGAN,1274188,2122771,REPUBLICAN,60.02,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
255,1984,MISSOURI,WALTER MONDALE,848583,2122771,DEMOCRATIC,39.98,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
256,1984,MONTANA,RONALD REAGAN,232450,384377,REPUBLICAN,60.47,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
257,1984,MONTANA,WALTER MONDALE,146742,384377,DEMOCRATIC,38.18,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
258,1984,NEBRASKA,RONALD REAGAN,460054,652090,REPUBLICAN,70.55,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
259,1984,NEBRASKA,WALTER MONDALE,187866,652090,DEMOCRATIC,28.81,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
260,1984,NEVADA,RONALD REAGAN,188770,282717,REPUBLICAN,66.77,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
261,1984,NEVADA,WALTER MONDALE,91655,282717,DEMOCRATIC,32.42,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
262,1984,NEW HAMPSHIRE,RONALD REAGAN,267050,388904,REPUBLICAN,68.67,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
263,1984,NEW HAMPSHIRE,WALTER MONDALE,120347,388904,DEMOCRATIC,30.95,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
264,1984,NEW JERSEY,RONALD REAGAN,1933630,3217862,REPUBLICAN,60.09,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
265,1984,NEW JERSEY,WALTER MONDALE,1261323,3217862,DEMOCRATIC,39.2,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
266,1984,NEW MEXICO,RONALD REAGAN,307101,514370,REPUBLICAN,59.7,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
267,1984,NEW MEXICO,WALTER MONDALE,201769,514370,DEMOCRATIC,39.23,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
268,1984,NEW YORK,RONALD REAGAN,3376519,6806810,REPUBLICAN,49.61,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
269,1984,NEW YORK,WALTER MONDALE,3001285,6806810,DEMOCRATIC,44.09,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
270,1984,NORTH CAROLINA,RONALD REAGAN,1346481,2175361,REPUBLICAN,61.9,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
271,1984,NORTH CAROLINA,WALTER MONDALE,824287,2175361,DEMOCRATIC,37.89,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
272,1984,NORTH DAKOTA,RONALD REAGAN,200336,308971,REPUBLICAN,64.84,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
273,1984,NORTH DAKOTA,WALTER MONDALE,104429,308971,DEMOCRATIC,33.8,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
274,1984,OHIO,RONALD REAGAN,2678559,4563235,REPUBLICAN,58.7,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
275,1984,OHIO,WALTER MONDALE,1825440,4563235,DEMOCRATIC,40.0,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
276,1984,OKLAHOMA,RONALD REAGAN,861530,1255676,REPUBLICAN,68.61,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
277,1984,OKLAHOMA,WALTER MONDALE,385080,1255676,DEMOCRATIC,30.67,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
278,1984,OREGON,RONALD REAGAN,685700,1226527,REPUBLICAN,55.91,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
279,1984,OREGON,WALTER MONDALE,536479,1226527,DEMOCRATIC,43.74,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
280,1984,PENNSYLVANIA,RONALD REAGAN,2584323,4844903,REPUBLICAN,53.34,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
281,1984,PENNSYLVANIA,WALTER MONDALE,2228131,4844903,DEMOCRATIC,45.99,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
282,1984,RHODE ISLAND,RONALD REAGAN,212080,410489,REPUBLICAN,51.67,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
283,1984,RHODE ISLAND,WALTER MONDALE,197106,410489,DEMOCRATIC,48.02,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
284,1984,SOUTH CAROLINA,RONALD REAGAN,615539,968529,REPUBLICAN,63.55,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
285,1984,SOUTH CAROLINA,WALTER MONDALE,344459,968529,DEMOCRATIC,35.57,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
286,1984,SOUTH DAKOTA,RONALD REAGAN,200267,317867,REPUBLICAN,63.0,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
287,1984,SOUTH DAKOTA,WALTER MONDALE,116113,317867,DEMOCRATIC,36.53,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
288,1984,TENNESSEE,RONALD REAGAN,990212,1711993,REPUBLICAN,57.84,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
289,1984,TENNESSEE,WALTER MONDALE,711714,1711993,DEMOCRATIC,41.57,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
290,1984,TEXAS,RONALD REAGAN,3433428,5397571,REPUBLICAN,63.61,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
291,1984,TEXAS,WALTER MONDALE,1949276,5397571,DEMOCRATIC,36.11,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
292,1984,UTAH,RONALD REAGAN,469105,629656,REPUBLICAN,74.5,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
293,1984,UTAH,WALTER MONDALE,155369,629656,DEMOCRATIC,24.68,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
294,1984,VERMONT,RONALD REAGAN,135865,234561,REPUBLICAN,57.92,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
295,1984,VERMONT,WALTER MONDALE,95730,234561,DEMOCRATIC,40.81,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
296,1984,VIRGINIA,RONALD REAGAN,1337078,2146635,REPUBLICAN,62.29,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
297,1984,VIRGINIA,WALTER MONDALE,796250,2146635,DEMOCRATIC,37.09,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
298,1984,WASHINGTON,RONALD REAGAN,1051670,1874910,REPUBLICAN,56.09,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
299,1984,WASHINGTON,WALTER MONDALE,798352,1874910,DEMOCRATIC,42.58,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
300,1984,WEST VIRGINIA,RONALD REAGAN,405483,735742,REPUBLICAN,55.11,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
301,1984,WEST VIRGINIA,WALTER MONDALE,328125,735742,DEMOCRATIC,44.6,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
302,1984,WISCONSIN,RONALD REAGAN,1198584,2211689,REPUBLICAN,54.19,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
303,1984,WISCONSIN,WALTER MONDALE,995740,2211689,DEMOCRATIC,45.02,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
304,1984,WYOMING,RONALD REAGAN,133241,188968,REPUBLICAN,70.51,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
305,1984,WYOMING,WALTER MONDALE,53370,188968,DEMOCRATIC,28.24,RONALD REAGAN (REPUBLICAN),WALTER MONDALE (DEMOCRATIC),True,True,True,True,True,False,True,True,True,True,False,True,True,2,RONALD REAGAN,RONALD REAGAN
306,1988,ALABAMA,GEORGE H.W. BUSH,815576,1378476,REPUBLICAN,59.17,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
307,1988,ALABAMA,MICHAEL DUKAKIS,549506,1378476,DEMOCRATIC,39.86,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
308,1988,ALASKA,GEORGE H.W. BUSH,119251,200116,REPUBLICAN,59.59,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
309,1988,ALASKA,MICHAEL DUKAKIS,72584,200116,DEMOCRATIC,36.27,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
310,1988,ARIZONA,GEORGE H.W. BUSH,702541,1171873,REPUBLICAN,59.95,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
311,1988,ARIZONA,MICHAEL DUKAKIS,454029,1171873,DEMOCRATIC,38.74,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
312,1988,ARKANSAS,GEORGE H.W. BUSH,466578,827738,REPUBLICAN,56.37,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
313,1988,ARKANSAS,MICHAEL DUKAKIS,349237,827738,DEMOCRATIC,42.19,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
314,1988,CALIFORNIA,GEORGE H.W. BUSH,5054917,9887065,REPUBLICAN,51.13,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
315,1988,CALIFORNIA,MICHAEL DUKAKIS,4702233,9887065,DEMOCRATIC,47.56,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
316,1988,COLORADO,GEORGE H.W. BUSH,728177,1372394,REPUBLICAN,53.06,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
317,1988,COLORADO,MICHAEL DUKAKIS,621453,1372394,DEMOCRATIC,45.28,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
318,1988,CONNECTICUT,GEORGE H.W. BUSH,750241,1443394,REPUBLICAN,51.98,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
319,1988,CONNECTICUT,MICHAEL DUKAKIS,676584,1443394,DEMOCRATIC,46.87,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
320,1988,DELAWARE,GEORGE H.W. BUSH,139639,249891,REPUBLICAN,55.88,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
321,1988,DELAWARE,MICHAEL DUKAKIS,108647,249891,DEMOCRATIC,43.48,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
322,1988,DISTRICT OF COLUMBIA,MICHAEL DUKAKIS,159407,192877,DEMOCRATIC,82.65,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
323,1988,DISTRICT OF COLUMBIA,GEORGE H.W. BUSH,27590,192877,REPUBLICAN,14.3,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
324,1988,FLORIDA,GEORGE H.W. BUSH,2618885,4302313,REPUBLICAN,60.87,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
325,1988,FLORIDA,MICHAEL DUKAKIS,1656701,4302313,DEMOCRATIC,38.51,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
326,1988,GEORGIA,GEORGE H.W. BUSH,1081331,1809672,REPUBLICAN,59.75,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
327,1988,GEORGIA,MICHAEL DUKAKIS,714792,1809672,DEMOCRATIC,39.5,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
328,1988,HAWAII,MICHAEL DUKAKIS,192364,354461,DEMOCRATIC,54.27,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
329,1988,HAWAII,GEORGE H.W. BUSH,158625,354461,REPUBLICAN,44.75,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
330,1988,IDAHO,GEORGE H.W. BUSH,253881,408968,REPUBLICAN,62.08,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
331,1988,IDAHO,MICHAEL DUKAKIS,147272,408968,DEMOCRATIC,36.01,GEORGE H. W. BUSH (REPUBLICAN),MICHAEL DUKAKIS (DEMOCRATIC),True,True,False,True,True,True,False,True,True,True,True,False,True,3,GEORGE H. W. BUSH,GEORGE H. W. BUSH
